"","CSA.FC12_VMT","CSA.FC3_VMT","CSA.FC4_VMT","CSA.EmpOff_SQ","CSA.EmpInd_SQ","CSA.EmpSer_SQ","CSA.ActEnt","CSA..Intercept."
"280",0.00143435552481679,0.00150841067175898,-0.00286981549297959,0.000327641227822607,0.00400336229706927,0.00559497363388668,0.00702952671574955,0.254991770322359
"284",-1.75859819995039e-05,0.00037245808092331,0.0023674909566608,-0.000332984370912106,-0.00122214256688137,0.00196271549148978,0.00173770431131969,0.166769973380956
"288",-0.00177129989030096,0.00300723371765785,-0.0546598441754382,-0.0017531098386887,-0.000716674508879307,0.0300551404010265,0.00239853635688113,0.627249234477181
"290",0.00137460095916303,0.000941623851829241,0.0121152034023409,0.00143170673441802,0.000162868543381189,0.00180515227001948,0.00223862407876431,-0.0287973180880864
"292",-0.000231846154551454,-0.000886819042149623,-0.00397515723256426,-0.00247350390755628,-0.00149706444118128,-0.00570917780321883,-0.00558954828974944,-0.130907186175791
"294",0.00185004849003438,0.00126959491637515,-0.0270237397146672,-0.00633628062743574,-0.00402946635816682,-0.00994426583314053,-0.00291701850729128,0.241461065226094
"296",0.00014630242212681,0.000437262125394982,0.0318998033988473,0.00294034480511504,0.000677125701715768,0.0182424273870918,0.00942073476186882,0.379708018128339
"297",-0.000423829750008244,-0.000910089570404251,0.00398074613283403,-0.00211503208732012,-0.00198464728714444,-0.00462674883043366,-0.0052671763869524,-0.00601381676358313
"298",0.00366875363927751,-0.00352572024009049,-0.0228557684934836,-0.00942586992445157,-0.00217483770161079,-0.0126603267036912,-0.00926038604363354,0.0380382678438776
"300",0.00251447811012015,0.00612113934740547,-0.018480374417063,-0.00540739636665857,0.000341078843297648,-0.00409315037707037,0.00509411587472621,0.729215266334484
"304",-2.65418561103991e-05,-0.000252931162870898,-0.00306121885942912,0.00392399940003788,-0.00217876177876283,0.00809582225016676,-0.00443834603965708,-0.289913813661811
"306",-0.000570989252937138,-0.000783814769264546,0.000487392086815462,-0.00205623573724091,-0.00166284715028464,-0.00273281372970584,-0.00763705191558176,-0.194099108866756
"308",0.000369510794825813,-0.000693596626809769,0.0169967526344821,0.000608406947063148,0.000897756178312215,0.00296169259421011,-0.00264191509626016,-0.0796326801253283
"309",0.00010501402834272,0.00227105516783634,0.00925212454330618,0.00319322926236966,0.000550545776179363,0.0170763631469186,0.0101494364919568,0.313313934016394
"310",-0.000111894325746572,0.00355712390230305,0.0233823234399202,0.013538509599453,0.0030896574626573,0.0264662582809898,0.00760165862456953,0.233871588375219
"312",0.00193071756669942,-0.00260205410106867,0.00579919579800888,-0.000256747226689128,-0.00065787021106681,-0.000854838892199165,0.0020075948659705,-0.152404213047833
"314",-0.00203917911264509,-0.00422981397334902,-0.0121232786454298,-0.00415216679007926,-0.00246500007655202,-0.0125240888141606,-0.0107530484369893,-0.004273392696053
"316",-0.000172825907487604,-0.000554607865148371,-0.00912600170525951,-0.00106149331336117,-0.000711038754188669,-0.00304960114866342,-0.00321695250966484,-0.119036691872698
"318",0.000393538225228963,0.00647522194462969,0.0154599317665131,0.00950250280833022,0.00903028938992843,0.00159684509509714,0.026398852933833,0.63143589927065
"320",-0.000288307872277026,-0.000463582686507466,-0.0096597478519427,-0.00167824528655683,-0.00110383846823816,-0.00480482974429107,-0.00299545591555548,-0.129807991328321
"324",0.000463513347542013,0.00141803038087709,0.0131048476471083,0.00188129753782902,0.00294704279741469,0.00617910649090577,0.0106076429913253,0.451929683921548
"330",-0.00145470244289424,-0.00044644454554394,-0.0259114262012979,-0.00621610606682668,-0.00303107453493998,-0.0102172794612681,-0.00844802358050154,-0.322098436549181
"332",-0.00137241682281796,0.00143465072855856,-0.00189746009958313,-0.00356737095612376,-0.000305259475705027,-0.0038642265171702,0.00656082589892336,0.355299432007323
"336",-0.00103107614258687,-0.00100634683825813,-0.0133312681375112,-0.00534481990480969,-0.00658852323644391,-0.00424881977607892,0.000846335615091102,0.0596025385117973
"338",-0.000512790934133969,-0.000306517122847417,0.00205802672426672,-0.00210586514629521,-0.000925072524825321,-0.00622331729395018,-0.00437243671166502,-0.0805194140202222
"339",-0.000369943655544829,-0.000896539212986704,-0.0079794926183502,-0.00299146248695529,-0.00145592722690309,-0.00747781178741986,-0.00857272804194104,-0.250419790425716
"340",-0.00218898728083792,6.80193983219764e-05,-0.023080603528864,0.000705368858316985,-0.00033186122704094,-0.00446464721030997,0.00120025989937847,-0.0603524248182555
"346",-0.000201099555558964,-0.000560488482286779,-0.00167580215173398,-0.0006516196623784,-0.003255986343169,-0.00810973759707648,0.00383414372740677,0.0947053934278656
"348",-0.00240312266150544,-0.00390404823726005,0.0221420200380779,-0.00180383826048376,-0.0107016252764037,0.00686097569007023,0.00572699553625878,0.694310263647251
"350",-0.00118910796280113,0.0107478476128204,0.0364262860701796,0.00416916673835801,0.0105178722933829,0.0232048588691404,-0.00244001612129373,-0.00521657060878328
"352",-0.000320066180019259,0.00027636189976973,-0.000339566586670973,0.00349850867710491,-0.00208640819208934,0.00969085102271014,0.0030540240661716,-0.06925870586123
"356",0.00193706669490972,0.00716906097888007,0.0285678290534155,0.0152751441585072,0.0123953338110954,0.041273226011205,0.0070587916018892,-0.0285953300343205
"357",-0.000393840585811443,-0.00163392427544357,-0.0172397247163767,-0.00315338018588927,-0.00610418818448455,-0.0185659204191905,-0.0123844340253281,-0.509567342925349
"358",-0.000125723393654572,-0.000153769878487038,-0.00464887869024622,-0.00188585428110004,-0.000582533649714422,-0.00384912530825783,0.00141376204695261,-0.0139288106032347
"359",-2.03846244610307e-05,-0.000323158708970459,-0.00241236254960563,-0.00113410136562664,-0.000688276399134847,-0.00242451905401811,-0.00574718003828536,-0.180083024557037
"360",0.000892500063534374,-0.000636387946035557,-0.00851334270465086,-0.00407496049562744,-0.00396831283013083,-0.00960018236672408,-0.00702666512576655,-0.183908462461577
"362",-1.70685928814264e-05,-0.0005878085887417,-0.00477848920312039,-0.00197627558961828,-0.00129590382988115,-0.00348829734205807,-0.00553721953895255,-0.296893228869389
"365",-0.000751029248964714,-0.00105626091468136,-0.00261504961121888,-0.00348604625372395,-0.00116111785965208,-0.0119033639505699,-0.00177969762829096,0.0575572892550939
"366",0.000752042469594719,0.000838431169562381,0.0113718540731534,0.00267855906890611,0.00191804513275566,0.0052552549329163,0.00554061463440174,0.178809645385841
"368",0.00150373479907992,-0.00264747627601124,-0.02084316206824,-0.00275937536222515,0.00249654681334969,-0.00574872841510023,0.0082467828128338,0.234326830623837
"370",0.00211385244157426,0.0005593556408163,-0.0411398587869271,-0.00278904613434385,0.0010061116444333,0.000172865284626137,0.00803185415225052,0.733128014704739
"372",-0.000247611508528135,0.00026951738621208,-0.000744683316124294,0.000975873627748254,0.00049707773104287,0.00106499215803702,0.0144454226301787,0.387254639384052
"376",0.00227498602628851,0.000338925189694285,-0.00124004065165616,0.00549615451814007,-0.000353651314959313,0.0081615589304461,-0.00306801826732913,-0.0468143837493368
"378",-0.00195356255179924,-0.00175980730500314,-0.0332010822524708,-0.00136190507009064,-0.0035021192129033,-0.00316781879923099,-0.0137817832518222,-0.213553023288434
"380",-0.00137306451722912,0.00364877171130643,0.0292323427246234,0.00308107709368931,-0.000525008952194487,-0.00303171068486335,0.0116541165725508,0.384688708507385
"382",0.000782703550967485,0.00315477216434703,0.00341062830817103,-0.00133112576641708,0.00216624422582457,0.00858921360024286,0.00363381755479526,0.281776860288079
"384",0.00218219411294406,0.000126688398522373,0.0127890721113649,0.0010231408934663,0.00142787112441943,0.00262649990399903,0.00979468612481481,-0.0561914808288397
"390",-0.000986210939783898,-0.000118862090935654,-0.0105721991741796,-0.00317573053449869,-0.00224032982127487,-0.00855469685696299,-0.00659881078575872,-0.261095989866955
"393",7.85482913579938e-05,8.91047324808662e-05,0.00198773415713992,0.00116904368859122,-0.000117423728992345,-0.000377703588360009,-0.00171311249843462,-0.104438976088095
"394",1.82788860690125e-05,3.49889423197582e-05,0.00746751992991877,-0.000275805524326226,0.000290497302234187,0.00171289442652101,-0.00125725057628863,0.0399881138055127
"396",0.000840253353088241,-0.00209169827290039,-0.0202088539090342,-0.00167030068937958,-0.00130545029786632,-0.0133036261927861,0.00470764391090336,0.34596010096923
"400",0.00072139867788968,0.000718681587244252,-0.0228682571503403,-0.00322748686977385,-0.00263497796176137,0.00164284363895025,0.00342613887226558,-0.359901403308324
"404",9.81187844102373e-05,-0.000224205216910802,-0.019297916245181,-0.00293380495313815,0.000676498835207276,-0.0119684726751544,0.00214431682470664,0.0946121784754315
"406",0.00338166699311831,0.0019840946369643,-0.0274165668529959,-0.00166430339950134,0.00686733528370637,0.000287798597658836,0.0192811329338668,0.46592465281328
"408",-0.00861546579351158,-0.000441006619083947,0.0067188118430154,0.0183981416337155,0.00461926336931016,0.0540041734953109,0.00712779094190277,-0.0471534614979119
"412",0.00274243147876711,0.00247660621173694,0.0070265440254723,0.008567132944177,0.00537666285013135,0.0111214507996498,0.0132875386258941,0.379648462236521
"416",-0.00114807573198492,-0.00219341598964011,-0.0626991667842763,-0.0129422567301567,-0.00633764417658849,-0.0308435522407283,0.00795996091754724,0.308391024703342
"420",-0.00165201511115549,-0.00108627726243364,0.0179138657676273,-0.00437524357936703,-0.00421061416787808,-0.00387351852468688,-0.0117135461669248,-0.34078305467281
"422",-0.0027477931836249,0.00032010408176026,-0.0649583483601365,-0.0111659785228075,-0.00554035886038547,-0.0153627500626034,0.0206881221853381,0.685913138504479
"423",-8.10247646830409e-05,-0.000151768570898932,-0.00229220778016355,-0.000792570277705174,-0.00127317550566712,-0.00315408087336205,-0.00195354587174167,-0.048616663810026
"424",-0.000217394281268613,-0.000484164944641826,-0.00258114353564454,-0.00238019516596197,-0.00182356209021627,-0.00448055237958678,-0.00530988146497838,-0.0121617150014426
"425",0.000437076982297543,0.000852227600735087,0.00437069535083567,0.00147154380917806,0.00213377851308222,0.00525581784564141,0.00395747983572475,-0.00189020449609526
"426",0.00029146585198486,-0.000181893054377059,0.0186106445878763,-0.00177499216408381,0.00302457277334152,0.0122969500948252,-0.000554750197707346,-0.0337448846489133
"427",-0.000853405224068937,0.00198405603428166,-0.0105292819300535,0.0024194690423052,-0.00119946227137454,0.00561170302366036,-0.00530738253826374,-0.102782807226759
"428",-0.00303741767550838,0.000493028230720552,0.0571969119823985,0.000274650468207959,-0.00884334939901933,-0.0240932104039826,0.0142207697558928,0.397363961301263
"430",-0.000708395694420259,-0.00374472967857675,-0.0173486157654192,-0.00647259103981494,0.000657131788761252,-0.00215349594591196,-0.00375564802369198,-0.14528327777124
"438",-0.00159736850108202,2.2093884132126e-05,-0.00318419979291186,-0.00383958590677652,-0.00218580616590399,-0.0086079794740647,-0.0116381683683335,-0.378697520803283
"440",0.000305492413239802,-0.00283991683204779,0.0397712556429221,-0.00182568825569696,-0.00255407665163856,-0.0118435548308716,-0.0043190001687363,-0.302252099075673
"444",0.00192904900652538,0.000377639004589028,0.0244135636413355,0.00494990618632392,0.00526727605923095,0.0142815482850115,0.00488937780331396,0.132721154398071
"446",-2.44631369424064e-05,0.000112434450512685,0.00117787790364743,0.000738208692169431,-0.000442597078175707,-0.00098338312162133,0.00082435159251001,0.0835426800511354
"448",6.16161859335612e-05,2.72507748595252e-05,-0.00110831266770817,-0.00229914487159917,-0.000487589416973903,-0.00445509215274758,0.00397277247693084,0.0325925528828413
"450",-0.00260338424085892,-0.0102069129617393,-0.0187985418498438,-0.00874016802708879,0.00053509591505892,-0.0136229412288547,0.001453256409249,0.427659452624859
"452",0.000771530557321041,7.15984146913145e-05,0.0239780529153797,0.00220285782524486,0.00350755551831799,0.00301795777134698,0.00246405854929064,-0.043445760844509
"454",8.65418484194351e-05,-0.000194128882803723,-0.00281809036430469,-0.00064776131073753,-0.000395171537806395,-0.00441331374420562,0.00199786054232722,0.0932790303672909
"456",0.000659903339349095,-0.00376512249196136,-0.00670935428289965,-0.0024442028463122,-0.000987933152163431,-0.00705816487485064,-0.0029333779740727,-0.189987934896105
"458",-0.00038952528447444,-0.000621807808497859,-0.00405018815112166,-0.00215052541586948,-0.00167841898877255,-0.0104788363855053,-0.00378370948372787,-0.0603270220849589
"462",-0.000329744668930021,-0.000292603901849929,-0.0105089266776005,-0.00373785824184006,-0.00183232646481915,-0.00655367909249425,-0.0102854882926647,-0.375826677351129
"464",-0.00202372600309289,0.0019958285426565,-0.0392127791544709,-0.00163625392412076,0.00188564361018148,0.0119665672867211,0.00108767784831256,-0.0511552181747591
"466",-0.000738150147725317,0.000459507971831678,0.0240468882427068,0.00304895506666438,0.00234815921472981,0.00909910182940482,0.0023907950388659,-0.0309085128020345
"468",0.00569222801843404,-0.00183006176384823,0.0365352499751053,0.00516681511076342,-0.000742917107217003,0.00807109873027839,-0.00335388350650899,-0.0719610841041725
"470",-0.000232914099597122,-7.57765150268856e-05,-0.000281402760719201,-0.00077556221109502,-0.000818821017693607,-0.000301004218922857,-0.00217200265768184,-0.198176790461143
"472",-0.00389468916083099,0.00188171007591783,0.0302938229806182,0.00271535412232984,0.00875848052047059,0.0153572221065384,0.0213859402106937,0.289004672511676
"474",-0.00129698661256177,-0.00147133876647409,-0.0245677281312235,-0.00526213757130359,-0.00465408351095982,-0.00670238262953819,-0.00522400899028556,-0.142958513157948
"476",0.00310178143053398,0.00205770315016883,0.0229627459481137,0.0020677029478281,0.00201921053273758,-0.00420338372313789,0.014067400995479,0.105888651256429
"482",0.000726098433398465,-0.00294595815786949,0.00899034210359662,-0.00314687939053339,0.000455390419741113,-0.00648424599636258,-0.00298685054144378,0.0186097315850427
"488",0.00663749396174929,0.00188132098917781,0.0273774299090189,0.0306914135178478,0.0228418801494481,0.0466930225440687,0.0137391128816405,-0.043041990679276
"496",-0.000353251368055481,-0.000778925263668695,-0.0171433536789831,0.00677568615687754,-4.27388845364881e-05,-0.00697873489804494,0.0030102491317965,0.104031752801768
"500",0.00385179749556092,-0.000259285278035483,-0.0459907949501491,-0.00859691234852842,-0.0013586774917232,-0.00432145157888359,-0.00284555626530694,0.0448151661712351
"512",-0.000856031688204074,-0.00163119243154991,-0.0192588158438792,-0.00514776251092315,-0.00335106670262357,-0.0118471797732816,-0.0111441035626408,-0.351230664404889
"515",-0.000151653514740768,0.000188121116296126,0.00206539808029522,-0.00368157810324055,0.000673366449283106,-0.0133311804435794,-0.00151462846246459,0.178719727459698
"518",0.000157981626340538,0.00147128972841992,0.0278192195718283,0.00911736880043603,0.00118776238452138,0.0179591817699967,0.0035771300386141,-0.124614144800505
"520",0.000475495930060447,-0.00118751722841882,-0.0112274397318056,-0.00385508925676139,-0.00234970001972759,-0.0117953839396284,-0.00205639302537305,-0.0742085190541973
"521",-0.00233682447687584,-0.000257355088385709,-0.0258341118944708,-0.0030882871287817,-0.0027347097966822,-0.00670642355466875,-0.00647875923023295,-0.243996419603367
"522",-0.000131197657054154,-0.00014033311899246,-0.00722869914905544,-0.00297948414936489,-0.00124283311737244,-0.00594628683643691,-0.00153769330151514,-0.127603200538566
"524",0.000618983649778498,-0.000210927583517034,0.0120985391104984,0.00128680379353636,0.00038982989690056,0.0032360610574594,0.00586383799405427,0.0703737129467874
"525",5.63870080781404e-05,-0.000174439738878546,-0.00109820316431684,-0.000597031068648339,-0.00026447645620245,-0.00122128123148918,0.000219885262643015,0.00347449867081509
"532",-0.000301739421876759,-0.00155588959977762,-0.0102901229894645,-0.00282652578184179,-0.00173120639816656,-0.00813107651160057,-0.00597555056254756,-0.178647644968427
"533",0.000521242921951803,0.000170004694745884,0.0222204019824805,-0.0039996077294998,0.00356031566774022,-0.00813509576671312,-0.00255414462177738,0.268043974402706
"534",0.000486382809320521,-0.000743146983634697,0.0226007025311636,0.0054265562869189,0.00260814746951231,0.0148694986252232,0.00142642623074111,0.0555671075474865
"536",0.000468596974822447,-0.000187186541750008,0.00607789112559817,-0.000532503248002501,0.0017286038566489,-0.00594690038593855,-0.0029095584726976,-0.128131589034503
"538",0.00368217280922509,0.000660770218653211,0.0171299009491453,-0.00122215676605473,0.000436651140617678,-0.000635432718524303,-0.0040876472037582,-0.198835546120486
"540",0.00152187299514666,0.0020348646905036,0.0219055487353715,0.00055465750285615,-4.35336661845026e-05,0.0048995027957831,0.00826256947368687,0.318520582299847
"544",-6.29535651278617e-05,-0.00010218613245983,-0.00255257605139827,-0.001065817229772,-0.00104993656567144,-0.00253577127446693,-0.00680449674679607,-0.0935966553994548
"545",-0.00205378162584093,0.000410132938521019,0.0118696116437938,0.0013169469423924,-0.000272471235301728,0.00159295594863239,0.0122791644695764,0.187268242483419
"546",-0.00065796086424527,-0.000547441784798269,0.00290874399362175,-0.00251534647193304,-0.000616204867185675,-0.0101472195876206,0.00393360426387761,0.231307919349295
"548",-0.00640934821170279,-0.010516831552851,0.0632709800782238,0.0126233733058827,-0.01145700905704,-0.00641631601407376,0.00140326778243067,0.135902344003131
"554",-0.000699266653270239,0.00112388694999486,0.00163148198993943,-6.51026278097774e-05,-0.00305955913656809,0.00679075456086129,-0.0134075045777233,-0.323302615005057
"556",0.00102156007800354,-0.000615107414683333,0.0061341444429717,0.00810856103986841,0.00588625892273784,0.0380084765407352,0.000743091628378173,-0.0302363125462065
"558",-0.000207276754431315,0.00211556695594176,-0.00777346362174274,-0.00173465933761595,-0.000694636668771122,-0.00340747085870597,-0.00141651830684589,-0.0438944285420509
"566",-8.68237674954818e-06,-0.000428164939106355,0.0278577272828884,-0.00487639974403779,-0.00254271821361423,-0.0034944826315793,-0.00160734818768225,0.166485419282378
